iter	Logloss
888	0.3971777996
889	0.3969149757
890	0.3966440914
891	0.3963715298
892	0.3962280273
893	0.3960227442
894	0.395867221
895	0.3957311732
896	0.3955876707
897	0.3954409534
898	0.3952810506
899	0.3951144852
900	0.3948935472
901	0.3947663052
902	0.3946443747
903	0.3943740961
904	0.3941888474
905	0.3939926031
906	0.3938372197
907	0.3936221057
908	0.3935199767
909	0.3933091491
910	0.3930115212
911	0.3928012993
912	0.3925810603
913	0.3924027072
914	0.3922499329
915	0.3919663291
916	0.3918010217
917	0.391653652
918	0.391477349
919	0.3912798001
920	0.3910533177
921	0.3907675008
922	0.3906447083
923	0.3904745087
924	0.3902811531
925	0.3901111399
926	0.3899134512
927	0.3896819602
928	0.3894619541
929	0.3893227614
930	0.3891607619
931	0.3890539504
932	0.3889179725
933	0.3886970578
934	0.3884620259
935	0.3883253491
936	0.3881170142
937	0.387922517
938	0.3878172197
939	0.3876356751
940	0.3874213532
941	0.3872730051
942	0.3871143603
943	0.3868378151
944	0.3866797993
945	0.3864797112
946	0.386255372
947	0.3860857549
948	0.3858817996
949	0.3856839711
950	0.3855029623
951	0.3854036986
952	0.3852252989
953	0.3850550994
954	0.3849236641
955	0.3848127292
956	0.3846364727
957	0.3845351125
958	0.3843801018
959	0.3841738169
960	0.3839828142
961	0.3838514488
962	0.3836446748
963	0.3835177123
964	0.3832626459
965	0.3830947294
966	0.3829995891
967	0.3826812977
968	0.3824764106
969	0.3822389326
970	0.3820981091
971	0.3819699819
972	0.3817933993
973	0.3815755131
974	0.3813667589
975	0.3811725646
976	0.3809417492
977	0.3807797497
978	0.3806736837
979	0.3805054177
980	0.3803813206
981	0.380200801
982	0.3800655452
983	0.379917337
984	0.3797708526
985	0.379627816
986	0.3794674007
987	0.3792551288
988	0.3791246021
989	0.3789748796
990	0.3787890951
991	0.3785503125
992	0.3784073924
993	0.3781578705
994	0.3779763258
995	0.3777856958
996	0.3775459581
997	0.3773837024
998	0.3772198859
999	0.3770447243
